"ID","Title","Hyperlink","Make","Model","Year","Mileage","Fuel Type","Transmission","Body Type","Seats","Engine Size(Litres)","Road Tax","NCT Expiry","Country of Registeration","Colour","Doors","Views","Days Online"
"25830862","Priors Garage Ltd, Ballinamore, Co. Leitrim","https://www.donedeal.ie/cars-for-sale/priors-garage-ltd-ballinamore-co-leitrim/25830862","Renault","Clio","2006","268700 km","Petrol","Manual","Hatchback","5","1.1","330","Feb 2021","Ireland","Silver","5","265","4 days"
"25834988","2012 Audi A6 2.0 TDI SE Manual Diesel","https://www.donedeal.ie/cars-for-sale/2012-audi-a6-2-0-tdi-se-manual-diesel/25834988","Audi","A6","2012","161000 mi","Diesel","Manual","Saloon","","2.0","270","May 2022","Ireland","Silver","4","270","10 hours"
"25801555","SKODA OCTAVIA, 1.6 TDI, 105 BHP, 6 SPEED MANUAL","https://www.donedeal.ie/cars-for-sale/skoda-octavia-1-6-tdi-105-bhp-6-speed-manual/25801555","Skoda","Octavia","2017","","Diesel","Manual","Hatchback","5","1.6","180","Mar 2021","Ireland","Blue","5","216","4 days"
"25870366","Volvo S40","https://www.donedeal.ie/cars-for-sale/volvo-s40/25870366","Volvo","S40","2006","","Diesel","","Saloon","5","2.0","710","Nov 2021","Ireland","Silver","4","228","15 hours"
"24925765","Volkswagen Golf E- EE E1F 136HP 5DR Auto","https://www.donedeal.ie/cars-for-sale/volkswagen-golf-e-ee-e1f-136hp-5dr-auto/24925765","Volkswagen","Golf","2020","1250 km","Electric","Automatic","Estate","","","120","Jan 2024","Ireland","White","5","200","5 days"
"25833859","Volkswagen Golf mark 6","https://www.donedeal.ie/cars-for-sale/volkswagen-golf-mark-6/25833859","Volkswagen","Golf","2011","120000 mi","Diesel","Manual","Hatchback","5","1.6","","","UK","White","5","804","4 days"
"25865226","Ford Focus","https://www.donedeal.ie/cars-for-sale/ford-focus/25865226","Ford","Focus","2012","144000 km","Diesel","Manual","Hatchback","5","1.6","190","Jan 2021","Ireland","Brown","4","206","23 hours"
"25456840","2012 Peugeot 5008 7 seater Mega spec Auto","https://www.donedeal.ie/cars-for-sale/2012-peugeot-5008-7-seater-mega-spec-auto/25456840","Peugeot","5008","2012","140000 mi","Diesel","Automatic","MPV","","1.6","280","Dec 2020","Ireland","Black","4","96","10 hours"
"25860679","2015 Ford Focus Tdi FULLY LOADED💥💥","https://www.donedeal.ie/cars-for-sale/2015-ford-focus-tdi-fully-loaded/25860679","Ford","Focus","2015","143000 km","Diesel","Manual","Hatchback","","1.5","180","Oct 2021","Ireland","Black","5","443","1 day"
"25184540","2011 Toyota Yaris 1.0 Litre Petrol Nct/Tax","https://www.donedeal.ie/cars-for-sale/2011-toyota-yaris-1-0-litre-petrol-nct-tax/25184540","Toyota","Yaris","2011","111000 mi","Petrol","Manual","Hatchback","","1.0","200","Jul 2021","Ireland","Grey","5","98","10 hours"
"25867251","2012 Seat Leon","https://www.donedeal.ie/cars-for-sale/2012-seat-leon/25867251","SEAT","Leon","2012","126291 mi","Diesel","","Hatchback","5","1.6","190","Jan 2022","Ireland","Black","5","296","19 hours"
"25698972","Renault Scenic LOW KMS, LEATHER, STUNNING, NCT","https://www.donedeal.ie/cars-for-sale/renault-scenic-low-kms-leather-stunning-nct/25698972","Renault","Scenic","2011","139879 km","Diesel","Manual","MPV","5","1.5","270","May 2021","Ireland","Grey","5","100","3 days"
"25782662","Kia Ceed 1.6 CRDi","https://www.donedeal.ie/cars-for-sale/kia-ceed-1-6-crdi/25782662","Kia","Ceed","2009","140250 mi","Diesel","Manual","Hatchback","5","1.6","200","Mar 2021","Ireland","Blue","5","233","2 days"
"25871429","Mercedes E280d Avantgarde 3.0litre","https://www.donedeal.ie/cars-for-sale/mercedes-e280d-avantgarde-3-0litre/25871429","Mercedes-Benz","E-Class","2007","404111 km","Diesel","Automatic","Saloon","5","3.0","1,494","Jan 2020","Ireland","Black","4","248","13 hours"
"25720616","142 Toyota Yaris 1.33 icon+","https://www.donedeal.ie/cars-for-sale/142-toyota-yaris-1-33-icon/25720616","Toyota","Yaris","2014","67000 mi","Petrol","Manual","Hatchback","5","1.3","180","Sep 2022","Ireland","Grey","5","200","16 days"
"25852411","VW GOLF 1.6 DIESEL NCT 2/22","https://www.donedeal.ie/cars-for-sale/vw-golf-1-6-diesel-nct-2-22/25852411","Volkswagen","Golf","2016","106000 km","Diesel","Manual","Estate","5","1.6","190","Jun 2022","Ireland","Black","5","107","2 days"
"22937056","Renault Clio Drive Away Today FOR AS Little AS 5","https://www.donedeal.ie/cars-for-sale/renault-clio-drive-away-today-for-as-little-as-5/22937056","Renault","Clio","2015","44000 mi","Diesel","Automatic","Hatchback","","1.5","","Aug 2021","UK","Grey","5","108","5 days"
"25870920","Audi A4","https://www.donedeal.ie/cars-for-sale/audi-a4/25870920","Audi","A4","2007","271000 km","Diesel","Manual","Saloon","5","1.9","673","Feb 2021","Ireland","Silver","4","186","14 hours"
"25525344","2012 Mini Cooper","https://www.donedeal.ie/cars-for-sale/2012-mini-cooper/25525344","Mini","Cooper","2012","193000 km","Diesel","","Hatchback","","1.6","180","Mar 2021","Ireland","Blue","3","129","2 days"
"25849020","Toyota yaris","https://www.donedeal.ie/cars-for-sale/toyota-yaris/25849020","Toyota","Yaris","2006","180000 km","Petrol","Manual","Hatchback","5","1.0","199","Mar 2021","Ireland","Silver","5","486","2 days"
"25790307","2013 VW Passat CC Auto Diesel","https://www.donedeal.ie/cars-for-sale/2013-vw-passat-cc-auto-diesel/25790307","Volkswagen","CC","2013","103000 mi","Diesel","Automatic","Coupe","5","2.0","","","Northern Ireland","White","4","392","8 days"
"25635931","Ford C-Max Grand Titanium","https://www.donedeal.ie/cars-for-sale/ford-c-max-grand-titanium/25635931","Ford","Grand C-MAX","2011","163660 km","Diesel","","MPV","7","1.6","270","Oct 2021","Ireland","Blue","","124","2 days"
"24901769","Kia Carens EX 5DR","https://www.donedeal.ie/cars-for-sale/kia-carens-ex-5dr/24901769","Kia","Carens","2018","39397 mi","Diesel","Manual","MPV","","1.7","200","Jul 2022","Ireland","Grey","5","95","5 days"
"25842125","skoda rapid","https://www.donedeal.ie/cars-for-sale/skoda-rapid/25842125","Skoda","Rapid","2016","97000 mi","Diesel","Manual","Hatchback","5","1.4","","","UK","Black","5","220","3 days"
"25834246","One of a kind BMW M5","https://www.donedeal.ie/cars-for-sale/one-of-a-kind-bmw-m5/25834246","BMW","M5","2006","78416 mi","Petrol","Automatic","Saloon","5","5.0","","","UK","Blue","4","1,010","4 days"
"25599686","Skoda Octavia Octavia Elegance 1.6 CR 105HP 5DR","https://www.donedeal.ie/cars-for-sale/skoda-octavia-octavia-elegance-1-6-cr-105hp-5dr/25599686","Skoda","Octavia","2010","210000 km","Diesel","Manual","Hatchback","","1.6","200","Oct 2020","Ireland","Red","5","133","4 days"
"25419143","2018 BMW X1 M-SPORT **AUTO**4WD**","https://www.donedeal.ie/cars-for-sale/2018-bmw-x1-m-sport-auto4wd/25419143","BMW","X1","2018","32000 mi","Diesel","Automatic","SUV","","2.0","","Jan 2022","Ireland","Black","5","277","3 days"
"25776512","Peugeot 5008 1.5 Blue hdi 130 hp 7 seats 2019","https://www.donedeal.ie/cars-for-sale/peugeot-5008-1-5-blue-hdi-130-hp-7-seats-2019/25776512","Peugeot","5008","2019","33557 km","Diesel","Manual","MPV","","1.5","190","Mar 2023","Ireland","Black","4","281","2 days"
